kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_21_ExponentialMovingAverage/AssignMovingAvg_25/sub_1ExponentialMovingAverage/AssignMovingAvg_25/mulExponentialMovingAverage/AssignMovingAvg_25,kernel AI core task,458,175,"""1.58""","""1618703536093710642""","""1618703536093712222"""
0_21_ExponentialMovingAverage/AssignMovingAvg_26/sub_1ExponentialMovingAverage/AssignMovingAvg_26/mulExponentialMovingAverage/AssignMovingAvg_26,kernel AI core task,458,176,"""2.95""","""1618703536093712332""","""1618703536093715282"""
0_21_ExponentialMovingAverage/AssignMovingAvg_27/sub_1ExponentialMovingAverage/AssignMovingAvg_27/mulExponentialMovingAverage/AssignMovingAvg_27,kernel AI core task,458,177,"""1.53""","""1618703536093715382""","""1618703536093716912"""
0_21_ExponentialMovingAverage/AssignMovingAvg_28/sub_1ExponentialMovingAverage/AssignMovingAvg_28/mulExponentialMovingAverage/AssignMovingAvg_28,kernel AI core task,458,178,"""41.22""","""1618703536093717012""","""1618703536093758232"""
0_21_ExponentialMovingAverage/AssignMovingAvg_29/sub_1ExponentialMovingAverage/AssignMovingAvg_29/mulExponentialMovingAverage/AssignMovingAvg_29,kernel AI core task,458,179,"""2.87""","""1618703536093758332""","""1618703536093761202"""
0_21_ExponentialMovingAverage/AssignMovingAvg_3/sub_1ExponentialMovingAverage/AssignMovingAvg_3/mulExponentialMovingAverage/AssignMovingAvg_3,kernel AI core task,458,180,"""1.83""","""1618703536093761312""","""1618703536093763142"""
0_21_ExponentialMovingAverage/AssignMovingAvg_30/sub_1ExponentialMovingAverage/AssignMovingAvg_30/mulExponentialMovingAverage/AssignMovingAvg_30,kernel AI core task,458,181,"""1.65""","""1618703536093763252""","""1618703536093764902"""
0_21_ExponentialMovingAverage/AssignMovingAvg_31/sub_1ExponentialMovingAverage/AssignMovingAvg_31/mulExponentialMovingAverage/AssignMovingAvg_31,kernel AI core task,458,182,"""2.98""","""1618703536093765002""","""1618703536093767982"""
0_21_ExponentialMovingAverage/AssignMovingAvg_32/sub_1ExponentialMovingAverage/AssignMovingAvg_32/mulExponentialMovingAverage/AssignMovingAvg_32,kernel AI core task,458,183,"""1.36""","""1618703536093768092""","""1618703536093769452"""
0_21_ExponentialMovingAverage/AssignMovingAvg_33/sub_1ExponentialMovingAverage/AssignMovingAvg_33/mulExponentialMovingAverage/AssignMovingAvg_33,kernel AI core task,458,184,"""20.94""","""1618703536093769562""","""1618703536093790502"""
0_21_ExponentialMovingAverage/AssignMovingAvg_34/sub_1ExponentialMovingAverage/AssignMovingAvg_34/mulExponentialMovingAverage/AssignMovingAvg_34,kernel AI core task,458,185,"""38.53""","""1618703536093790612""","""1618703536093829142"""
0_21_ExponentialMovingAverage/AssignMovingAvg_35/sub_1ExponentialMovingAverage/AssignMovingAvg_35/mulExponentialMovingAverage/AssignMovingAvg_35,kernel AI core task,458,186,"""2.58""","""1618703536093829242""","""1618703536093831822"""
0_21_ExponentialMovingAverage/AssignMovingAvg_36/sub_1ExponentialMovingAverage/AssignMovingAvg_36/mulExponentialMovingAverage/AssignMovingAvg_36,kernel AI core task,458,187,"""1.42""","""1618703536093831922""","""1618703536093833342"""
0_21_ExponentialMovingAverage/AssignMovingAvg_37/sub_1ExponentialMovingAverage/AssignMovingAvg_37/mulExponentialMovingAverage/AssignMovingAvg_37,kernel AI core task,458,188,"""3.16""","""1618703536093833442""","""1618703536093836602"""
0_21_ExponentialMovingAverage/AssignMovingAvg_38/sub_1ExponentialMovingAverage/AssignMovingAvg_38/mulExponentialMovingAverage/AssignMovingAvg_38,kernel AI core task,458,189,"""1.6""","""1618703536093836702""","""1618703536093838302"""
0_21_ExponentialMovingAverage/AssignMovingAvg_39/sub_1ExponentialMovingAverage/AssignMovingAvg_39/mulExponentialMovingAverage/AssignMovingAvg_39,kernel AI core task,458,190,"""11.8""","""1618703536093838402""","""1618703536093850202"""
0_21_ExponentialMovingAverage/AssignMovingAvg_4/sub_1ExponentialMovingAverage/AssignMovingAvg_4/mulExponentialMovingAverage/AssignMovingAvg_4,kernel AI core task,458,191,"""3.49""","""1618703536093850302""","""1618703536093853792"""
0_21_ExponentialMovingAverage/AssignMovingAvg_40/sub_1ExponentialMovingAverage/AssignMovingAvg_40/mulExponentialMovingAverage/AssignMovingAvg_40,kernel AI core task,458,192,"""2.24""","""1618703536093853902""","""1618703536093856142"""
0_21_ExponentialMovingAverage/AssignMovingAvg_41/sub_1ExponentialMovingAverage/AssignMovingAvg_41/mulExponentialMovingAverage/AssignMovingAvg_41,kernel AI core task,458,193,"""1.66""","""1618703536093856242""","""1618703536093857902"""
0_21_ExponentialMovingAverage/AssignMovingAvg_42/sub_1ExponentialMovingAverage/AssignMovingAvg_42/mulExponentialMovingAverage/AssignMovingAvg_42,kernel AI core task,458,194,"""2.48""","""1618703536093858002""","""1618703536093860482"""
0_21_ExponentialMovingAverage/AssignMovingAvg_43/sub_1ExponentialMovingAverage/AssignMovingAvg_43/mulExponentialMovingAverage/AssignMovingAvg_43,kernel AI core task,458,195,"""1.5""","""1618703536093860582""","""1618703536093862082"""
0_21_ExponentialMovingAverage/AssignMovingAvg_44/sub_1ExponentialMovingAverage/AssignMovingAvg_44/mulExponentialMovingAverage/AssignMovingAvg_44,kernel AI core task,458,196,"""7.04""","""1618703536093862182""","""1618703536093869222"""
0_21_ExponentialMovingAverage/AssignMovingAvg_45/sub_1ExponentialMovingAverage/AssignMovingAvg_45/mulExponentialMovingAverage/AssignMovingAvg_45,kernel AI core task,458,197,"""11.63""","""1618703536093869322""","""1618703536093880952"""
0_21_ExponentialMovingAverage/AssignMovingAvg_46/sub_1ExponentialMovingAverage/AssignMovingAvg_46/mulExponentialMovingAverage/AssignMovingAvg_46,kernel AI core task,458,198,"""2.86""","""1618703536093881052""","""1618703536093883912"""
0_21_ExponentialMovingAverage/AssignMovingAvg_48/sub_1ExponentialMovingAverage/AssignMovingAvg_48/mulExponentialMovingAverage/AssignMovingAvg_48,kernel AI core task,458,199,"""2.56""","""1618703536093884022""","""1618703536093886582"""
0_21_ExponentialMovingAverage/AssignMovingAvg_5/sub_1ExponentialMovingAverage/AssignMovingAvg_5/mulExponentialMovingAverage/AssignMovingAvg_5,kernel AI core task,458,200,"""1.86""","""1618703536093886682""","""1618703536093888542"""
0_21_ExponentialMovingAverage/AssignMovingAvg_50/sub_1ExponentialMovingAverage/AssignMovingAvg_50/mulExponentialMovingAverage/AssignMovingAvg_50,kernel AI core task,458,201,"""5.12""","""1618703536093888642""","""1618703536093893762"""
0_21_ExponentialMovingAverage/AssignMovingAvg_51/sub_1ExponentialMovingAverage/AssignMovingAvg_51/mulExponentialMovingAverage/AssignMovingAvg_51,kernel AI core task,458,202,"""1.47""","""1618703536093893872""","""1618703536093895342"""
0_21_ExponentialMovingAverage/AssignMovingAvg_52/sub_1ExponentialMovingAverage/AssignMovingAvg_52/mulExponentialMovingAverage/AssignMovingAvg_52,kernel AI core task,458,203,"""1.39""","""1618703536093895442""","""1618703536093896832"""
0_21_ExponentialMovingAverage/AssignMovingAvg_53/sub_1ExponentialMovingAverage/AssignMovingAvg_53/mulExponentialMovingAverage/AssignMovingAvg_53,kernel AI core task,458,204,"""5.35""","""1618703536093896942""","""1618703536093902292"""
0_21_ExponentialMovingAverage/AssignMovingAvg_54/sub_1ExponentialMovingAverage/AssignMovingAvg_54/mulExponentialMovingAverage/AssignMovingAvg_54,kernel AI core task,458,205,"""1.51""","""1618703536093902402""","""1618703536093903912"""
0_21_ExponentialMovingAverage/AssignMovingAvg_55/sub_1ExponentialMovingAverage/AssignMovingAvg_55/mulExponentialMovingAverage/AssignMovingAvg_55,kernel AI core task,458,206,"""2.64""","""1618703536093904022""","""1618703536093906662"""
0_21_ExponentialMovingAverage/AssignMovingAvg_56/sub_1ExponentialMovingAverage/AssignMovingAvg_56/mulExponentialMovingAverage/AssignMovingAvg_56,kernel AI core task,458,207,"""1.35""","""1618703536093906772""","""1618703536093908122"""
0_21_ExponentialMovingAverage/AssignMovingAvg_57/sub_1ExponentialMovingAverage/AssignMovingAvg_57/mulExponentialMovingAverage/AssignMovingAvg_57,kernel AI core task,458,208,"""2.33""","""1618703536093908222""","""1618703536093910552"""
0_21_ExponentialMovingAverage/AssignMovingAvg_58/sub_1ExponentialMovingAverage/AssignMovingAvg_58/mulExponentialMovingAverage/AssignMovingAvg_58,kernel AI core task,458,209,"""1.65""","""1618703536093910652""","""1618703536093912302"""
0_21_ExponentialMovingAverage/AssignMovingAvg_59/sub_1ExponentialMovingAverage/AssignMovingAvg_59/mulExponentialMovingAverage/AssignMovingAvg_59,kernel AI core task,458,210,"""5.97""","""1618703536093912402""","""1618703536093918372"""
0_21_ExponentialMovingAverage/AssignMovingAvg_6/sub_1ExponentialMovingAverage/AssignMovingAvg_6/mulExponentialMovingAverage/AssignMovingAvg_6,kernel AI core task,458,211,"""293.08""","""1618703536093918472""","""1618703536094211552"""
0_21_ExponentialMovingAverage/AssignMovingAvg_60/sub_1ExponentialMovingAverage/AssignMovingAvg_60/mulExponentialMovingAverage/AssignMovingAvg_60,kernel AI core task,458,212,"""2.34""","""1618703536094211662""","""1618703536094214002"""
0_21_ExponentialMovingAverage/AssignMovingAvg_61/sub_1ExponentialMovingAverage/AssignMovingAvg_61/mulExponentialMovingAverage/AssignMovingAvg_61,kernel AI core task,458,213,"""1.6""","""1618703536094214102""","""1618703536094215702"""
0_21_ExponentialMovingAverage/AssignMovingAvg_62/sub_1ExponentialMovingAverage/AssignMovingAvg_62/mulExponentialMovingAverage/AssignMovingAvg_62,kernel AI core task,458,214,"""2.15""","""1618703536094215802""","""1618703536094217952"""
0_21_ExponentialMovingAverage/AssignMovingAvg_63/sub_1ExponentialMovingAverage/AssignMovingAvg_63/mulExponentialMovingAverage/AssignMovingAvg_63,kernel AI core task,458,215,"""1.41""","""1618703536094218052""","""1618703536094219462"""
0_21_ExponentialMovingAverage/AssignMovingAvg_64/sub_1ExponentialMovingAverage/AssignMovingAvg_64/mulExponentialMovingAverage/AssignMovingAvg_64,kernel AI core task,458,216,"""4.4""","""1618703536094219562""","""1618703536094223962"""
0_21_ExponentialMovingAverage/AssignMovingAvg_65/sub_1ExponentialMovingAverage/AssignMovingAvg_65/mulExponentialMovingAverage/AssignMovingAvg_65,kernel AI core task,458,217,"""5.69""","""1618703536094224062""","""1618703536094229752"""
0_21_ExponentialMovingAverage/AssignMovingAvg_68/sub_1ExponentialMovingAverage/AssignMovingAvg_68/mulExponentialMovingAverage/AssignMovingAvg_68,kernel AI core task,458,218,"""2.31""","""1618703536094229852""","""1618703536094232162"""
0_21_ExponentialMovingAverage/AssignMovingAvg_7/sub_1ExponentialMovingAverage/AssignMovingAvg_7/mulExponentialMovingAverage/AssignMovingAvg_7,kernel AI core task,458,219,"""3.13""","""1618703536094232272""","""1618703536094235402"""
0_21_ExponentialMovingAverage/AssignMovingAvg_8/sub_1ExponentialMovingAverage/AssignMovingAvg_8/mulExponentialMovingAverage/AssignMovingAvg_8,kernel AI core task,458,220,"""1.68""","""1618703536094235502""","""1618703536094237182"""
0_21_ExponentialMovingAverage/AssignMovingAvg_9/sub_1ExponentialMovingAverage/AssignMovingAvg_9/mulExponentialMovingAverage/AssignMovingAvg_9,kernel AI core task,458,221,"""3.5""","""1618703536094237282""","""1618703536094240782"""
0_21_trans_TransData_3833,kernel AI core task,458,222,"""1.3""","""1618703536094240892""","""1618703536094242192"""
0_21_trans_TransData_3835,kernel AI core task,458,223,"""1.06""","""1618703536094242292""","""1618703536094243352"""
0_21_trans_TransData_3837,kernel AI core task,458,224,"""2.35""","""1618703536094243452""","""1618703536094245802"""
0_21_trans_TransData_3839,kernel AI core task,458,225,"""2.27""","""1618703536094245902""","""1618703536094248172"""
0_21_ExponentialMovingAverage/AssignMovingAvg_47/mul,kernel AI core task,458,226,"""1.28""","""1618703536094248282""","""1618703536094249562"""
0_21_ExponentialMovingAverage/AssignMovingAvg_49/mul,kernel AI core task,458,227,"""1.11""","""1618703536094249672""","""1618703536094250782"""
0_21_ExponentialMovingAverage/AssignMovingAvg_66/mul,kernel AI core task,458,228,"""1.35""","""1618703536094250882""","""1618703536094252232"""
0_21_ExponentialMovingAverage/AssignMovingAvg_67/mul,kernel AI core task,458,229,"""1.25""","""1618703536094252332""","""1618703536094253582"""
0_21_trans_TransData_3844,kernel AI core task,458,230,"""4.29""","""1618703536094253682""","""1618703536094257972"""
0_21_trans_TransData_3848,kernel AI core task,458,231,"""3.67""","""1618703536094258072""","""1618703536094261742"""
0_21_trans_TransData_3852,kernel AI core task,458,232,"""2.19""","""1618703536094261842""","""1618703536094264032"""
0_21_trans_TransData_3856,kernel AI core task,458,233,"""2.17""","""1618703536094264132""","""1618703536094266302"""
0_21_ExponentialMovingAverage/AssignMovingAvg_47,kernel AI core task,458,234,"""1.5""","""1618703536094266402""","""1618703536094267902"""
0_21_ExponentialMovingAverage/AssignMovingAvg_49,kernel AI core task,458,235,"""1.24""","""1618703536094268002""","""1618703536094269242"""
0_21_ExponentialMovingAverage/AssignMovingAvg_66,kernel AI core task,458,236,"""1.38""","""1618703536094269342""","""1618703536094270722"""
0_21_ExponentialMovingAverage/AssignMovingAvg_67,kernel AI core task,458,237,"""1.35""","""1618703536094270822""","""1618703536094272172"""
,event record task,452,2,"""0.0""","""1618703536094310412""","""1618703536094310412"""
,event record task,482,37,"""0.01""","""1618703536105319552""","""1618703536105319562"""
,event record task,482,41,"""0.0""","""1618703536105558992""","""1618703536105558992"""
,event record task,482,45,"""0.01""","""1618703536105759642""","""1618703536105759652"""
,event record task,482,49,"""0.01""","""1618703536106502152""","""1618703536106502162"""
,event record task,482,53,"""0.01""","""1618703536106728852""","""1618703536106728862"""
,event record task,482,57,"""0.01""","""1618703536106924252""","""1618703536106924262"""
,event record task,482,61,"""0.0""","""1618703536107109912""","""1618703536107109912"""
,event record task,482,77,"""0.01""","""1618703552527632432""","""1618703552527632442"""
0_11_trans_TransData_3865,kernel AI core task,620,97,"""105.59""","""1618703552568783132""","""1618703552568888722"""
0_11_trans_Cast_4346,kernel AI core task,620,98,"""25.5""","""1618703552568888822""","""1618703552568914322"""
,event record task,632,347,"""0.01""","""1618703552569324812""","""1618703552569324822"""
0_11_atomic_addr_clean0_11,kernel AI core task,620,99,"""642.57""","""1618703552568914702""","""1618703552569557272"""
0_11_discriminator/resblock_down_1/res1/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,620,100,"""44.33""","""1618703552569557592""","""1618703552569601922"""
,stream wait event task,620,101,"""0.0""","""1618703552569602032""","""1618703552569602032"""
,event reset task,620,102,"""0.04""","""1618703552569602142""","""1618703552569602182"""
0_11_generator/split,kernel AI core task,620,103,"""8.04""","""1618703552569602292""","""1618703552569610332"""
0_11_discriminator/resblock_down_1/res1/batch_norm/FusedBatchNormV3_Update,kernel AI core task,620,104,"""66.18""","""1618703552569610442""","""1618703552569676622"""
0_11_discriminator/resblock_down_1/res1/Relu,kernel AI core task,620,105,"""37.43""","""1618703552569676942""","""1618703552569714372"""
0_11_trans_Cast_4320,kernel AI core task,620,106,"""25.92""","""1618703552569714482""","""1618703552569740402"""
0_11_discriminator/resblock_down_1/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,620,107,"""5.31""","""1618703552569740502""","""1618703552569745812"""
0_11_discriminator/resblock_down_1/res1/conv_0/l2_normalize,kernel AI core task,620,108,"""1.9""","""1618703552569745922""","""1618703552569747822"""
0_11_discriminator/resblock_down_1/res1/conv_0/MatMul_1,kernel AI core task,620,109,"""3.31""","""1618703552569747922""","""1618703552569751232"""
0_11_discriminator/resblock_down_1/res1/conv_0/l2_normalize_1,kernel AI core task,620,110,"""1.44""","""1618703552569751332""","""1618703552569752772"""
0_11_discriminator/resblock_down_1/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,620,111,"""1.56""","""1618703552569752872""","""1618703552569754432"""
0_11_discriminator/resblock_down_1/res1/conv_0/Assign,kernel AI core task,620,112,"""1.58""","""1618703552569754532""","""1618703552569756112"""
0_11_discriminator_1/resblock_down_1/res1/conv_0/Assign,kernel AI core task,620,113,"""1.17""","""1618703552569756222""","""1618703552569757392"""
0_11_gradients/discriminator/resblock_down_1/res1/conv_0/truediv_grad/Neggradients/discriminator/resblock_down_1/res1/conv_0/truediv_grad/RealDiv_1gradients/discriminator/resblock_down_1/res1/conv_0/truediv_grad/RealDiv_2,kernel AI core task,620,114,"""2.5""","""1618703552569757492""","""1618703552569759992"""
0_11_discriminator/resblock_down_1/res1/conv_0/truediv,kernel AI core task,620,115,"""1.92""","""1618703552569760092""","""1618703552569762012"""
0_11_discriminator_1/resblock_down_1/res1/conv_0/truediv,kernel AI core task,620,116,"""1.8""","""1618703552569762122""","""1618703552569763922"""
0_11_trans_Cast_4321,kernel AI core task,620,117,"""1.66""","""1618703552569764022""","""1618703552569765682"""
0_11_trans_Cast_5228,kernel AI core task,620,118,"""1.47""","""1618703552569765782""","""1618703552569767252"""
0_11_trans_TransData_4322,kernel AI core task,620,119,"""13.03""","""1618703552569767352""","""1618703552569780382"""
