kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_11_trans_Cast_853,kernel AI core task,175,11,"""6.87""","""1619057109895692326""","""1619057109895699196"""
0_11_generator/resblock_up_16/res1/batch_norm/moments/variance,kernel AI core task,175,12,"""8.03""","""1619057109895699306""","""1619057109895707336"""
0_11_generator/resblock_up_16/res1/batch_norm/beta/dense/MatMul,kernel AI core task,175,13,"""4.59""","""1619057109895707436""","""1619057109895712026"""
0_11_trans_TransData_864,kernel AI core task,175,14,"""2.67""","""1619057109895712136""","""1619057109895714806"""
0_11_trans_TransData_876,kernel AI core task,175,15,"""3.75""","""1619057109895714906""","""1619057109895718656"""
0_11_generator/resblock_up_16/res1/batch_norm/gamma/dense/MatMul,kernel AI core task,175,16,"""4.43""","""1619057109895718756""","""1619057109895723186"""
0_11_trans_TransData_866,kernel AI core task,175,17,"""2.54""","""1619057109895723286""","""1619057109895725826"""
0_11_trans_TransData_870,kernel AI core task,175,18,"""4.07""","""1619057109895725926""","""1619057109895729996"""
0_11_generator/resblock_up_16/res1/batch_norm/mul_2generator/resblock_up_16/res1/batch_norm/mul_3generator/resblock_up_16/res1/batch_norm/add_1,kernel AI core task,175,19,"""1.75""","""1619057109895730106""","""1619057109895731856"""
0_11_generator/resblock_up_16/res1/batch_norm/mulgenerator/resblock_up_16/res1/batch_norm/mul_1generator/resblock_up_16/res1/batch_norm/add,kernel AI core task,175,20,"""1.64""","""1619057109895731966""","""1619057109895733606"""
0_11_generator/resblock_up_16/res1/batch_norm/Assign_1,kernel AI core task,175,21,"""1.57""","""1619057109895733706""","""1619057109895735276"""
0_11_generator/resblock_up_16/res1/batch_norm/Assign,kernel AI core task,175,22,"""1.15""","""1619057109895735376""","""1619057109895736526"""
0_11_generator/resblock_up_16/res1/batch_norm/batchnorm/add,kernel AI core task,175,23,"""1.46""","""1619057109895736636""","""1619057109895738096"""
0_11_trans_TransData_869,kernel AI core task,175,24,"""4.59""","""1619057109895738196""","""1619057109895742786"""
0_11_generator/resblock_up_16/res1/batch_norm/batchnorm/Rsqrt,kernel AI core task,175,25,"""1.88""","""1619057109895742896""","""1619057109895744776"""
0_11_trans_Cast_871,kernel AI core task,175,26,"""1.57""","""1619057109895744876""","""1619057109895746446"""
0_11_generator/resblock_up_16/res1/batch_norm/batchnorm/mulgenerator/resblock_up_16/res1/batch_norm/batchnorm/mul_1generator/resblock_up_16/res1/batch_norm/batchnorm/mul_2generator/resblock_up_16/res1/batch_norm/batchnorm/subgenerator/resblock_up_16/res1,kernel AI core task,175,27,"""9.54""","""1619057109895746546""","""1619057109895756086"""
0_11_trans_Cast_879,kernel AI core task,175,28,"""133.26""","""1619057109895756186""","""1619057109895889446"""
0_11_trans_TransData_880,kernel AI core task,175,29,"""53.49""","""1619057109895889546""","""1619057109895943036"""
0_11_trans_TransData_878,kernel AI core task,175,30,"""2.6""","""1619057109895943136""","""1619057109895945736"""
0_11_generator/resblock_up_16/res1/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,175,31,"""22.76""","""1619057109895945836""","""1619057109895968596"""
0_11_trans_TransData_881,kernel AI core task,175,32,"""8.17""","""1619057109895968696""","""1619057109895976866"""
0_11_generator/resblock_up_16/res1/deconv_0/l2_normalize,kernel AI core task,175,33,"""7.92""","""1619057109895976966""","""1619057109895984886"""
0_11_trans_TransData_882,kernel AI core task,175,34,"""8.72""","""1619057109895984986""","""1619057109895993706"""
0_11_generator/resblock_up_16/res1/deconv_0/MatMul_1,kernel AI core task,175,35,"""22.76""","""1619057109895993806""","""1619057109896016566"""
0_11_trans_TransData_885,kernel AI core task,175,36,"""2.25""","""1619057109896016666""","""1619057109896018916"""
0_11_generator/resblock_up_16/res1/deconv_0/l2_normalize_1,kernel AI core task,175,37,"""1.95""","""1619057109896019026""","""1619057109896020976"""
0_11_generator/resblock_up_16/res1/deconv_0/Assign,kernel AI core task,175,38,"""1.21""","""1619057109896021076""","""1619057109896022286"""
0_11_trans_TransData_888,kernel AI core task,175,39,"""2.11""","""1619057109896022396""","""1619057109896024506"""
0_11_generator/resblock_up_16/res1/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,175,40,"""2.41""","""1619057109896024606""","""1619057109896027016"""
0_11_trans_TransData_891,kernel AI core task,175,41,"""1.24""","""1619057109896027116""","""1619057109896028356"""
0_11_trans_Cast_892,kernel AI core task,175,42,"""1.11""","""1619057109896028466""","""1619057109896029576"""
0_11_generator/resblock_up_16/res1/deconv_0/truediv,kernel AI core task,175,43,"""189.85""","""1619057109896029686""","""1619057109896219536"""
0_11_trans_Cast_893,kernel AI core task,175,44,"""88.47""","""1619057109896219646""","""1619057109896308116"""
0_11_trans_TransData_894,kernel AI core task,175,45,"""2558.77""","""1619057109896308216""","""1619057109898866986"""
0_11_generator/resblock_up_16/res1/deconv_0/conv2d_transpose,kernel AI core task,175,46,"""1543.52""","""1619057109898867376""","""1619057109900410896"""
0_11_trans_Cast_897,kernel AI core task,175,47,"""24.47""","""1619057109900410996""","""1619057109900435466"""
0_11_generator/resblock_up_16/res2/batch_norm/moments/mean,kernel AI core task,175,48,"""45.74""","""1619057109900435566""","""1619057109900481306"""
0_11_trans_Cast_898,kernel AI core task,175,49,"""1.47""","""1619057109900481406""","""1619057109900482876"""
0_11_trans_TransData_901,kernel AI core task,175,50,"""4.48""","""1619057109900482976""","""1619057109900487456"""
0_11_generator/resblock_up_16/res2/batch_norm/moments/SquaredDifference,kernel AI core task,175,51,"""20.09""","""1619057109900487556""","""1619057109900507646"""
0_11_trans_Cast_924,kernel AI core task,175,52,"""1.57""","""1619057109900507746""","""1619057109900509316"""
0_11_trans_Cast_904,kernel AI core task,175,53,"""16.92""","""1619057109900509416""","""1619057109900526336"""
0_11_trans_TransData_926,kernel AI core task,175,54,"""3.95""","""1619057109900526436""","""1619057109900530386"""
0_11_generator/resblock_up_16/res2/batch_norm/moments/variance,kernel AI core task,175,55,"""45.57""","""1619057109900530486""","""1619057109900576056"""
0_11_trans_TransData_905,kernel AI core task,175,56,"""4.14""","""1619057109900576166""","""1619057109900580306"""
0_11_generator/resblock_up_16/res2/batch_norm/mul_1generator/resblock_up_16/res2/batch_norm/mulgenerator/resblock_up_16/res2/batch_norm/add,kernel AI core task,175,57,"""1.94""","""1619057109900580416""","""1619057109900582356"""
0_11_generator/resblock_up_16/res2/batch_norm/Assign,kernel AI core task,175,58,"""1.55""","""1619057109900582456""","""1619057109900584006"""
0_11_generator/resblock_up_16/res2/batch_norm/mul_3generator/resblock_up_16/res2/batch_norm/mul_2generator/resblock_up_16/res2/batch_norm/add_1,kernel AI core task,175,59,"""1.43""","""1619057109900584106""","""1619057109900585536"""
0_11_generator/resblock_up_16/res2/batch_norm/Assign_1,kernel AI core task,175,60,"""1.18""","""1619057109900585646""","""1619057109900586826"""
0_11_generator/resblock_up_16/res2/batch_norm/batchnorm/add,kernel AI core task,175,61,"""1.58""","""1619057109900586926""","""1619057109900588506"""
0_11_trans_TransData_907,kernel AI core task,175,62,"""4.37""","""1619057109900588606""","""1619057109900592976"""
0_11_generator/resblock_up_16/res2/batch_norm/batchnorm/Rsqrt,kernel AI core task,175,63,"""1.51""","""1619057109900593086""","""1619057109900594596"""
0_11_trans_Cast_923,kernel AI core task,175,64,"""1.51""","""1619057109900594706""","""1619057109900596216"""
0_11_generator/resblock_up_16/res2/batch_norm/beta/dense/MatMul,kernel AI core task,175,65,"""4.64""","""1619057109900596326""","""1619057109900600966"""
0_11_trans_TransData_913,kernel AI core task,175,66,"""2.59""","""1619057109900601066""","""1619057109900603656"""
0_11_trans_TransData_927,kernel AI core task,175,67,"""3.55""","""1619057109900603756""","""1619057109900607306"""
0_11_generator/resblock_up_16/res2/batch_norm/gamma/dense/MatMul,kernel AI core task,175,68,"""4.57""","""1619057109900607406""","""1619057109900611976"""
0_11_trans_TransData_920,kernel AI core task,175,69,"""2.7""","""1619057109900612076""","""1619057109900614776"""
0_11_trans_TransData_922,kernel AI core task,175,70,"""3.88""","""1619057109900614876""","""1619057109900618756"""
0_11_generator/resblock_up_16/res2/batch_norm/batchnorm/mulgenerator/resblock_up_16/res2/batch_norm/batchnorm/mul_2generator/resblock_up_16/res2/batch_norm/batchnorm/subgenerator/resblock_up_16/res2/batch_norm/batchnorm/mul_1generator/resblock_up_16/res2,kernel AI core task,175,71,"""19.31""","""1619057109900618856""","""1619057109900638166"""
0_11_trans_Cast_930,kernel AI core task,175,72,"""136.85""","""1619057109900638266""","""1619057109900775116"""
0_11_trans_TransData_931,kernel AI core task,175,73,"""43.01""","""1619057109900775216""","""1619057109900818226"""
0_11_trans_TransData_929,kernel AI core task,175,74,"""2.54""","""1619057109900818326""","""1619057109900820866"""
0_11_generator/resblock_up_16/res2/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,175,75,"""22.41""","""1619057109900820966""","""1619057109900843376"""
0_11_trans_TransData_932,kernel AI core task,175,76,"""8.22""","""1619057109900843476""","""1619057109900851696"""
0_11_generator/resblock_up_16/res2/deconv_0/l2_normalize,kernel AI core task,175,77,"""7.87""","""1619057109900851796""","""1619057109900859666"""
0_11_trans_TransData_933,kernel AI core task,175,78,"""8.69""","""1619057109900859776""","""1619057109900868466"""
0_11_generator/resblock_up_16/res2/deconv_0/MatMul_1,kernel AI core task,175,79,"""23.46""","""1619057109900868566""","""1619057109900892026"""
0_11_trans_TransData_936,kernel AI core task,175,80,"""2.34""","""1619057109900892126""","""1619057109900894466"""
0_11_generator/resblock_up_16/res2/deconv_0/l2_normalize_1,kernel AI core task,175,81,"""2.18""","""1619057109900894566""","""1619057109900896746"""
0_11_generator/resblock_up_16/res2/deconv_0/Assign,kernel AI core task,175,82,"""1.23""","""1619057109900896856""","""1619057109900898086"""
0_11_trans_TransData_939,kernel AI core task,175,83,"""2.11""","""1619057109900898186""","""1619057109900900296"""
0_11_generator/resblock_up_16/res2/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,175,84,"""2.31""","""1619057109900900396""","""1619057109900902706"""
0_11_trans_TransData_942,kernel AI core task,175,85,"""1.22""","""1619057109900902806""","""1619057109900904026"""
0_11_trans_Cast_943,kernel AI core task,175,86,"""1.13""","""1619057109900904136""","""1619057109900905266"""
0_11_generator/resblock_up_16/res2/deconv_0/truediv,kernel AI core task,175,87,"""189.1""","""1619057109900905376""","""1619057109901094476"""
0_11_trans_Cast_944,kernel AI core task,175,88,"""89.36""","""1619057109901094576""","""1619057109901183936"""
0_11_trans_TransData_945,kernel AI core task,175,89,"""2559.09""","""1619057109901184036""","""1619057109903743126"""
0_11_generator/resblock_up_16/res2/deconv_0/conv2d_transpose,kernel AI core task,175,90,"""1272.26""","""1619057109903743226""","""1619057109905015486"""
0_11_trans_Cast_948,kernel AI core task,175,91,"""115.73""","""1619057109905015596""","""1619057109905131326"""
0_11_trans_TransData_949,kernel AI core task,175,92,"""44.98""","""1619057109905131436""","""1619057109905176416"""
0_11_trans_TransData_947,kernel AI core task,175,93,"""2.58""","""1619057109905176516""","""1619057109905179096"""
0_11_generator/resblock_up_16/skip/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,175,94,"""23.35""","""1619057109905179196""","""1619057109905202546"""
0_11_trans_TransData_950,kernel AI core task,175,95,"""8.03""","""1619057109905202656""","""1619057109905210686"""
0_11_generator/resblock_up_16/skip/deconv_0/l2_normalize,kernel AI core task,175,96,"""8.01""","""1619057109905210786""","""1619057109905218796"""
0_11_trans_TransData_951,kernel AI core task,175,97,"""8.71""","""1619057109905218906""","""1619057109905227616"""
0_11_generator/resblock_up_16/skip/deconv_0/MatMul_1,kernel AI core task,175,98,"""25.01""","""1619057109905227716""","""1619057109905252726"""
0_11_trans_TransData_954,kernel AI core task,175,99,"""2.24""","""1619057109905252826""","""1619057109905255066"""
0_11_generator/resblock_up_16/skip/deconv_0/l2_normalize_1,kernel AI core task,175,100,"""2.17""","""1619057109905255166""","""1619057109905257336"""
0_11_generator/resblock_up_16/skip/deconv_0/Assign,kernel AI core task,175,101,"""1.42""","""1619057109905257436""","""1619057109905258856"""
0_11_trans_TransData_957,kernel AI core task,175,102,"""2.1""","""1619057109905258956""","""1619057109905261056"""
0_11_generator/resblock_up_16/skip/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,175,103,"""2.13""","""1619057109905261156""","""1619057109905263286"""
0_11_trans_TransData_960,kernel AI core task,175,104,"""1.31""","""1619057109905263386""","""1619057109905264696"""
0_11_trans_Cast_961,kernel AI core task,175,105,"""1.31""","""1619057109905264806""","""1619057109905266116"""
0_11_generator/resblock_up_16/skip/deconv_0/truediv,kernel AI core task,175,106,"""188.44""","""1619057109905266226""","""1619057109905454666"""
0_11_trans_Cast_962,kernel AI core task,175,107,"""88.56""","""1619057109905454766""","""1619057109905543326"""
0_11_trans_TransData_963,kernel AI core task,175,108,"""2559.17""","""1619057109905543426""","""1619057109908102596"""
0_11_generator/resblock_up_16/skip/deconv_0/conv2d_transpose,kernel AI core task,175,109,"""1545.87""","""1619057109908102696""","""1619057109909648566"""
0_11_generator/add,kernel AI core task,175,110,"""39.34""","""1619057109909648666""","""1619057109909688006"""
0_11_trans_Cast_967,kernel AI core task,175,111,"""23.54""","""1619057109909688106""","""1619057109909711646"""
0_11_generator/resblock_up_8/res1/batch_norm/moments/mean,kernel AI core task,175,112,"""45.85""","""1619057109909711756""","""1619057109909757606"""
0_11_trans_Cast_968,kernel AI core task,175,113,"""1.43""","""1619057109909757706""","""1619057109909759136"""
0_11_trans_TransData_971,kernel AI core task,175,114,"""4.17""","""1619057109909759236""","""1619057109909763406"""
0_11_generator/resblock_up_8/res1/batch_norm/moments/SquaredDifference,kernel AI core task,175,115,"""17.86""","""1619057109909763506""","""1619057109909781366"""
0_11_trans_Cast_994,kernel AI core task,175,116,"""1.49""","""1619057109909781466""","""1619057109909782956"""
0_11_trans_Cast_974,kernel AI core task,175,117,"""18.63""","""1619057109909783056""","""1619057109909801686"""
0_11_trans_TransData_996,kernel AI core task,175,118,"""3.92""","""1619057109909801796""","""1619057109909805716"""
0_11_generator/resblock_up_8/res1/batch_norm/moments/variance,kernel AI core task,175,119,"""45.84""","""1619057109909805826""","""1619057109909851666"""
0_11_trans_TransData_975,kernel AI core task,175,120,"""4.19""","""1619057109909851776""","""1619057109909855966"""
0_11_generator/resblock_up_8/res1/batch_norm/mul_1generator/resblock_up_8/res1/batch_norm/mulgenerator/resblock_up_8/res1/batch_norm/add,kernel AI core task,175,121,"""1.91""","""1619057109909856066""","""1619057109909857976"""
0_11_generator/resblock_up_8/res1/batch_norm/Assign,kernel AI core task,175,122,"""1.67""","""1619057109909858076""","""1619057109909859746"""
0_11_generator/resblock_up_8/res1/batch_norm/mul_3generator/resblock_up_8/res1/batch_norm/mul_2generator/resblock_up_8/res1/batch_norm/add_1,kernel AI core task,175,123,"""1.38""","""1619057109909859856""","""1619057109909861236"""
